,formatted_address,latitude,longitude,postcode,Height,Floors,Construction Year,Type
546,"444 Rue Saint Paul Est, Montréal, QC H2Y 3V1, Canada",45.5106289,-73.55108489999998,H2Y 3V1,≈49,4.0,1986.0,Autres services professionels
547,"175 Rue Sainte-Catherine, Montréal, QC H2X 1Y9, Canada",45.5083198,-73.5664312,H2X 1Y9,≈49,4.0,1982.0,Autres services professionels
548,"1744 Rue William, Montréal, QC H3J 1R4, Canada",45.4876248,-73.56653259999999,H3J 1R4,≈49,4.0,1880.0,Autres services professionels
549,"296 Rue Saint-Paul O, Montréal, QC H2Y 2B6, Canada",45.5015495,-73.55562320000001,H2Y 2B6,≈49,4.0,1904.0,Office
550,"147 Rue Saint-Paul O, Montréal, QC H2Y 1Z5, Canada",45.5036994,-73.5553252,H2Y 1Z5,≈49,4.0,1800.0,Office
551,"1445 Rue Lambert Closse, Montréal, QC H3H 1Z5, Canada",45.4907519,-73.58439200000002,H3H 1Z5,≈49,4.0,1989.0,Autres services professionels
552,"200-210 Rue Notre-Dame Ouest, Montréal, QC H2Y 1T3, Canada",45.5037125,-73.5574195,H2Y 1T3,≈49,4.0,1874.0,Immeuble commercial
553,"100 Rue Notre-Dame Est, Montréal, QC H2Y 4B6, Canada",45.5071477,-73.5544754,H2Y 4B6,≈49,4.0,1870.0,Autres services professionels
554,"1361 Rue William, Montréal, QC H3C 1R4, Canada",45.491688,-73.56358829999998,H3C 1R4,≈49,4.0,2000.0,Autres services professionels
555,"407 Place Jacques-Cartier, Montréal, QC H2Y 3B1, Canada",45.5079186,-73.55264869999998,H2Y 3B1,≈49,4.0,1986.0,Immeuble commercial
556,"1288 Avenue des Canadiens-de-Montréal, Montréal, QC H3B 3B3, Canada",45.4961429,-73.5704392,H3B 3B3,≈49,4.0,1999.0,Autres services professionels
557,"133 Rue de la Commune O, Montréal, QC H2Y 2C7, Canada",45.5035759,-73.55407919999998,H2Y 2C7,≈49,4.0,1857.0,Autres services professionels
558,"1257 Rue Guy, Montréal, QC H3H 2K5, Canada",45.49500620000001,-73.57743420000001,H3H 2K5,≈49,4.0,1977.0,Autres services professionels
559,"809 Rue William, Montréal, QC H3C 1N8, Canada",45.497605,-73.55862929999998,H3C 1N8,≈49,4.0,1920.0,Autres services professionels
560,"329 Rue de la Commune O, Montréal, QC H2Y 2E1, Canada",45.5004571,-73.553889,H2Y 2E1,≈49,4.0,1874.0,Autres services professionels
561,"279 Rue Sherbrooke Ouest, Montréal, QC H2X 1Y1, Canada",45.5087914,-73.5714069,H2X 1Y1,≈49,4.0,1960.0,Autres services professionels
562,"529 Rue Ontario E, Montréal, QC H2L 1N8, Canada",45.51756500000001,-73.564729,H2L 1N8,≈49,4.0,1987.0,Autres services professionels
563,"333 Rue de la Commune O, Montréal, QC H2Y 2E2, Canada",45.5124578,-73.54848670000001,H2Y 2E2,≈49,4.0,1974.0,Autres services professionels
564,"249 Rue Saint-Jacques, Montréal, QC H2Y 1M6, Canada",45.5035098,-73.5592066,H2Y 1M6,≈49,4.0,1904.0,Office
565,"338 Rue Saint Antoine E, Montréal, QC H2Y 1A3, Canada",45.5104355,-73.5543955,H2Y 1A3,≈49,4.0,,Office
566,"455 Rue Notre-Dame Est, Montréal, QC H2Y 1C9, Canada",45.51104820000001,-73.5520757,H2Y 1C9,≈49,4.0,,Autres services professionels
567,"350 Rue Mayor, Montréal, QC H3A 1N7, Canada",45.50671029999999,-73.5680663,H3A 1N7,≈49,4.0,1990.0,Autres services professionels
568,"317 Place d'Youville, Montréal, QC H2Y 0A4, Canada",45.50118699999999,-73.55581029999998,H2Y 0A4,≈49,4.0,1872.0,Office
569,"1500 Boulevard de Maisonneuve O, Montréal, QC H3G 1N1, Canada",45.4964058,-73.5787009,H3G 1N1,≈49,4.0,1982.0,Autres services professionels
570,"1050 Rue de la Montagne, Montréal, QC H3G 1Y8, Canada",45.4958641,-73.57162779999999,H3G 1Y8,≈49,4.0,,Autres services professionels
571,"1635 Rue Sherbrooke Ouest, Montréal, QC H3H 1E2, Canada",45.49618590000001,-73.58254050000002,H3H 1E2,≈49,4.0,1990.0,Office
572,"1194 Rue Stanley, Montréal, QC H3B 2S7, Canada",45.498351,-73.5717592,H3B 2S7,≈49,4.0,1926.0,Autres services professionels
573,"1306 Rue Basin, Montréal, QC H3C 1S6, Canada",45.4912199,-73.55849320000002,H3C 1S6,≈49,4.0,2001.0,Autres services professionels
574,"645 Rue Wellington, Montréal, QC H3C 1T3, Canada",45.49864390000001,-73.5554843,H3C 1T3,≈49,4.0,1911.0,Autres services professionels
575,"204 Place d'Youville, Montréal, QC H2Y 2B4, Canada",45.50228629999999,-73.5544783,H2Y 2B4,≈49,4.0,1894.0,Autres services professionels
576,"901 de la Commune Est #614, Vieux-Montréal, QC H2L 0E2, Canada",45.51313920000001,-73.54930490000002,H2L 0E2,≈49,4.0,2008.0,Autres services professionels
577,"2313 Rue Sainte-Catherine O, Montréal, QC H3H 1N2, Canada",45.48993400000001,-73.584234,H3H 1N2,≈49,4.0,2001.0,Immeuble commercial
578,"400 Rue Saint Paul Est, Montréal, QC H2Y 1H4, Canada",45.5097703,-73.5509026,H2Y 1H4,,4.0,1771.0,Immeuble commercial
579,"817 Rue Sherbrooke Ouest, Montréal, QC H3A 2K7, Canada",45.5054372,-73.5766089,H3A 2K7,≈37,3.0,1893.0,Autres services professionels
580,"690 Rue Sherbrooke Ouest, Montréal, QC H3A 1E9, Canada",45.50431529999999,-73.57345990000002,H3A 1E9,≈37,3.0,,Autres services professionels
581,"777 Rue Sainte-Catherine O, Montréal, QC H3B 1C6, Canada",45.5021338,-73.57102049999997,H3B 1C6,≈37,3.0,,Immeuble commercial
582,"1973 Rue Falardeau, Montréal, QC H2K 2L9, Canada",45.5233128,-73.5495306,H2K 2L9,≈37,3.0,1896.0,Autres services professionels
583,"390 Rue le Moyne, Montréal, QC H2Y 1Y3, Canada",45.5008954,-73.55738199999998,H2Y 1Y3,≈37,3.0,,Autres services professionels
584,"1384 Rue Notre-Dame Ouest, Montréal, QC H3C 1K8, Canada",45.49183770000001,-73.56548029999998,H3C 1K8,≈37,3.0,,Office
585,"755 Rue Berri, Montréal, QC H2Y 3E5, Canada",45.5119968,-73.5524946,H2Y 3E5,≈37,3.0,2014.0,Autres services professionels
586,"2045 Rue Crescent, Montréal, QC H3G 2C1, Canada",45.498421,-73.5776685,H3G 2C1,≈37,3.0,1864.0,Office
587,"1616 Boulevard René-Lévesque O, Montréal, QC H3H 1P8, Canada",45.4928248,-73.5746693,H3H 1P8,≈37,3.0,1981.0,Office
588,"490 Rue Guy, Montréal, QC H3J 1S6, Canada",45.4899451,-73.5671152,H3J 1S6,≈37,3.0,1888.0,Autres services professionels
589,"28 Rue Notre-Dame Ouest, Montréal, QC H2Y 1S6, Canada",45.5057583,-73.55577219999998,H2Y 1S6,≈37,3.0,1836.0,Autres services professionels
590,"19 Rue le Royer E, Montréal, QC H2Y, Canada",45.5060377,-73.55426109999998,H2Y,≈37,3.0,1980.0,Autres services professionels
591,"300 Place d'Youville, Montréal, QC H2Y 2B6, Canada",45.501304,-73.55500500000002,H2Y 2B6,≈37,3.0,1968.0,Autres services professionels
592,"110 Rue Notre-Dame Ouest, Montréal, QC H2Y 1T2, Canada",45.5045254,-73.5561204,H2Y 1T2,≈37,3.0,1960.0,Immeuble commercial
593,"1400 Maisonneuve Blvd W, Montreal, QC H3G 1M8, Canada",45.4968739,-73.57803740000001,H3G 1M8,≈37,3.0,2000.0,Immeuble commercial
594,"800 Boulevard René-Lévesque O Suite 500, Montréal, QC H3B 2T9, Canada",45.50061450000001,-73.56761180000002,H3B 2T9,≈37,3.0,1953.0,Autres services professionels
595,"1514 Avenue du Docteur-Penfield, Montréal, QC H3G 1B9, Canada",45.4982631,-73.58451740000002,H3G 1B9,≈37,3.0,1906.0,Autres services professionels
596,"70 Rue Notre-Dame Ouest, Montréal, QC H2Y 1S6, Canada",45.5051643,-73.55618199999998,H2Y 1S6,≈37,3.0,1988.0,Office
597,"320 Rue Notre-Dame Est, Montréal, QC H2Y 1C7, Canada",45.5093805,-73.55285669999998,H2Y 1C7,≈37,3.0,1800.0,Office
598,"339 Rue Saint Paul Est, Montréal, QC H2Y 1H3, Canada",45.5091315,-73.55186189999998,H2Y 1H3,≈37,3.0,1870.0,Autres services professionels
599,"463 Rue Sainte-Catherine O, Montréal, QC H3B 1B1, Canada",45.5053618,-73.56868809999997,H3B 1B1,≈37,3.0,1925.0,Immeuble commercial
600,"405 Rue Bonsecours, Montréal, QC H2Y 3C3, Canada",45.51004260000001,-73.5516328,H2Y 3C3,≈37,3.0,,Immeuble commercial
601,"350 Rue Saint Paul Est, Montréal, QC H2Y 1H2, Canada",45.5089549,-73.5514908,H2Y 1H2,≈37,3.0,1847.0,Autres services professionels
602,"859 Rue Sherbrooke Ouest, Montréal, QC H3A 0C4, Canada",45.504468,-73.5773825,H3A 0C4,≈25,2.0,,Autres services professionels
603,"3721 Avenue Henri-Julien, Montréal, QC H2X 3H4, Canada",45.5180116,-73.57216820000002,H2X 3H4,,2.0,,Autres services professionels
604,"429 Rue de la Gauchetière O, Montréal, QC H2Z 0A2, Canada",45.5036639,-73.56317039999998,H2Z 0A2,≈25,2.0,1885.0,Autres services professionels
605,"275 Avenue Viger E, Montréal, QC H2X 3S7, Canada",45.5105853,-73.5569785,H2X 3S7,≈25,2.0,1997.0,Autres services professionels
606,"995 Rue Wellington, Montréal, QC H3C 1V3, Canada",45.4942965,-73.55690109999998,H3C 1V3,≈25,2.0,1935.0,Autres services professionels
607,"7 Boulevard René-Lévesque O, Montréal, QC H2Z 1A1, Canada",45.5087209,-73.56197809999998,H2Z 1A1,≈12,1.0,,Autres services professionels
608,"2098 Rue Kimberley, Montréal, QC H3C 3P8, Canada",45.5091374,-73.56855139999998,H3C 3P8,,,2019.0,Immeuble commercial
609,"1439 Rue Sainte-Catherine O, Montréal, QC H3G 1S6, Canada",45.496525,-73.5770153,H3G 1S6,,,,Immeuble commercial
610,"110 Rue Sainte-Catherine E, Montréal, QC H2X 1K7, Canada",45.51100200000001,-73.56260040000002,H2X 1K7,,,,Immeuble commercial
611,"3415 Rue Redpath, Montréal, QC H3G 2G2, Canada",45.498342,-73.5809527,H3G 2G2,,,1932.0,Immeuble commercial
612,"1001 Avenue des Canadiens-de-Montréal, Montréal, QC H3B 3B3, Canada",45.497699,-73.5694089,H3B 3B3,,,,Immeuble commercial
613,"175 Rue Sainte-Catherine, Montréal, QC H2X 1Y9, Canada",45.5083198,-73.5664312,H2X 1Y9,,,,Autres services professionels
614,"40 Rue des Seigneurs, Montréal, QC H3J 1X2, Canada",45.4856859,-73.56671259999997,H3J 1X2,,,,Autres services professionels
615,"50 Rue des Seigneurs, Montréal, QC H3J 1X4, Canada",45.4862384,-73.56675659999998,H3J 1X4,,,2017.0,Autres services professionels
616,"780 Rue Wellington, Montréal, QC H3C 2M8, Canada",45.4967407,-73.5553626,H3C 2M8,,,,Immeuble commercial
617,"Jacques Cartier Bridge, 134 Pont Jacques-Cartier, Montréal, QC H2K 4M2, Canada",45.5219302,-73.5424231,H2K 4M2,,,1930.0,Autres services professionels
618,"1909 Avenue des Canadiens-de-Montréal, Montréal, QC H4B 5G0, Canada",45.4960667,-73.5693153,H4B 5G0,,,1996.0,Autres services professionels
